Temporada;Data;Mandante;Visitante;GF;GC;Resultado;SG
2013;25/07/2013;Sao Paulo;Internacional;0;1;A;-1
2013;27/07/2013;Portuguesa;Athletico PR;2;3;A;-1
2013;27/07/2013;Vasco;Criciuma;3;2;H;1
2013;28/07/2013;Ponte Preta;Santos;1;0;H;1
2013;28/07/2013;Corinthians;Sao Paulo;0;0;D;0
2013;28/07/2013;Cruzeiro;Atletico MG;4;1;H;3
2013;28/07/2013;Gremio;Fluminense;2;0;H;2
2013;28/07/2013;Nautico;Internacional;3;0;H;3
2013;28/07/2013;Bahia;Goias;2;1;H;1
2013;28/07/2013;Coritiba;Vitoria;1;1;D;0
2013;28/07/2013;Flamengo;Botafogo;1;1;D;0
2013;31/07/2013;Atletico MG;Athletico PR;1;2;A;-1
2013;31/07/2013;Fluminense;Cruzeiro;1;0;H;1
2013;31/07/2013;Portuguesa;Criciuma;1;1;D;0
2013;01/08/2013;Coritiba;Ponte Preta;5;3;H;2
2013;01/08/2013;Bahia;Flamengo;3;0;H;3
2013;01/08/2013;Corinthians;Gremio;2;0;H;2
2013;01/08/2013;Botafogo;Vitoria;2;0;H;2
2013;02/08/2013;Goias;Vasco;1;1;D;0
2013;03/08/2013;Cruzeiro;Coritiba;1;0;H;1
2013;04/08/2013;Athletico PR;Goias;2;0;H;2
2013;04/08/2013;Criciuma;Corinthians;0;2;A;-2
2013;04/08/2013;Flamengo;Atletico MG;3;0;H;3
2013;04/08/2013;Gremio;Internacional;1;1;D;0
2013;04/08/2013;Ponte Preta;Fluminense;1;1;D;0
2013;04/08/2013;Vasco;Botafogo;2;3;A;-1
2013;04/08/2013;Vitoria;Portuguesa;2;1;H;1
2013;07/08/2013;Criciuma;Cruzeiro;1;2;A;-1
2013;07/08/2013;Vitoria;Fluminense;1;1;D;0
2013;08/08/2013;Athletico PR;Bahia;1;0;H;1
2013;08/08/2013;Flamengo;Portuguesa;1;1;D;0
2013;08/08/2013;Atletico MG;Botafogo;2;2;D;0
2013;08/08/2013;Goias;Nautico;2;1;H;1
2013;08/08/2013;Santos;Corinthians;1;1;D;0
2013;09/08/2013;Gremio;Coritiba;0;1;A;-1
2013;09/08/2013;Vasco;Ponte Preta;1;1;D;0
2013;10/08/2013;Botafogo;Goias;1;1;D;0
2013;10/08/2013;Nautico;Atletico MG;0;0;D;0
2013;11/08/2013;Corinthians;Vitoria;2;0;H;2
2013;11/08/2013;Coritiba;Vasco;0;1;A;-1
2013;11/08/2013;Cruzeiro;Santos;0;0;D;0
2013;11/08/2013;Fluminense;Flamengo;2;3;A;-1
2013;11/08/2013;Bahia;Gremio;0;3;A;-3
2013;11/08/2013;Internacional;Athletico PR;2;2;D;0
2013;11/08/2013;Ponte Preta;Criciuma;3;1;H;2
2013;11/08/2013;Portuguesa;Sao Paulo;2;1;H;1
2013;14/08/2013;Atletico MG;Bahia;2;0;H;2
2013;14/08/2013;Criciuma;Nautico;3;0;H;3
2013;14/08/2013;Santos;Vasco;1;1;D;0
2013;15/08/2013;Coritiba;Portuguesa;1;1;D;0
2013;15/08/2013;Vitoria;Ponte Preta;3;1;H;2
2013;15/08/2013;Fluminense;Corinthians;0;0;D;0
2013;15/08/2013;Goias;Flamengo;1;1;D;0
2013;15/08/2013;Gremio;Cruzeiro;3;1;H;2
2013;15/08/2013;Sao Paulo;Athletico PR;1;1;D;0
2013;16/08/2013;Botafogo;Internacional;3;3;D;0
2013;17/08/2013;Cruzeiro;Vitoria;5;1;H;4
2013;17/08/2013;Nautico;Fluminense;0;1;A;-1
2013;18/08/2013;Vasco;Gremio;2;3;A;-1
2013;18/08/2013;Corinthians;Coritiba;1;0;H;1
2013;18/08/2013;Flamengo;Sao Paulo;0;0;D;0
2013;18/08/2013;Ponte Preta;Goias;0;1;A;-1
2013;18/08/2013;Portuguesa;Botafogo;1;3;A;-2
2013;18/08/2013;Athletico PR;Criciuma;2;1;H;1
2013;18/08/2013;Bahia;Santos;0;0;D;0
2013;18/08/2013;Internacional;Atletico MG;0;0;D;0
2013;24/08/2013;Flamengo;Gremio;0;1;A;-1
2013;24/08/2013;Ponte Preta;Cruzeiro;0;2;A;-2
2013;24/08/2013;Santos;Vitoria;2;0;H;2
2013;25/08/2013;Criciuma;Coritiba;2;1;H;1
2013;25/08/2013;Atletico MG;Portuguesa;2;1;H;1
2013;25/08/2013;Bahia;Nautico;2;0;H;2
2013;25/08/2013;Sao Paulo;Fluminense;2;1;H;1
2013;25/08/2013;Vasco;Corinthians;1;1;D;0
2013;25/08/2013;Athletico PR;Botafogo;2;0;H;2
2013;25/08/2013;Internacional;Goias;3;3;D;0
2013;31/08/2013;Goias;Atletico MG;0;0;D;0
2013;31/08/2013;Gremio;Ponte Preta;1;0;H;1
2013;31/08/2013;Nautico;Athletico PR;1;4;A;-3
2013;31/08/2013;Portuguesa;Bahia;4;2;H;2
2013;01/09/2013;Fluminense;Santos;0;2;A;-2
2013;01/09/2013;Botafogo;Sao Paulo;0;0;D;0
2013;01/09/2013;Corinthians;Flamengo;4;0;H;4
2013;01/09/2013;Coritiba;Internacional;0;0;D;0
2013;01/09/2013;Vitoria;Criciuma;0;1;A;-1
2013;01/09/2013;Cruzeiro;Vasco;5;3;H;2
2013;03/09/2013;Goias;Gremio;2;0;H;2
2013;04/09/2013;Nautico;Sao Paulo;0;1;A;-1
2013;04/09/2013;Athletico PR;Santos;2;1;H;1
2013;04/09/2013;Flamengo;Vitoria;2;1;H;1
2013;05/09/2013;Portuguesa;Ponte Preta;2;1;H;1
2013;05/09/2013;Atletico MG;Fluminense;2;2;D;0
2013;05/09/2013;Bahia;Cruzeiro;1;3;A;-2
2013;05/09/2013;Internacional;Corinthians;1;0;H;1
2013;05/09/2013;Botafogo;Coritiba;3;1;H;2
2013;06/09/2013;Nautico;Vasco;0;3;A;-3
2013;06/09/2013;Sao Paulo;Criciuma;1;2;A;-1
2013;07/09/2013;Fluminense;Bahia;1;0;H;1
2013;07/09/2013;Ponte Preta;Internacional;1;3;A;-2
2013;07/09/2013;Santos;Goias;1;0;H;1
2013;07/09/2013;Vitoria;Atletico MG;1;1;D;0
2013;08/09/2013;Gremio;Portuguesa;3;2;H;1
2013;08/09/2013;Corinthians;Nautico;0;0;D;0
2013;08/09/2013;Coritiba;Sao Paulo;2;0;H;2
2013;08/09/2013;Cruzeiro;Flamengo;1;0;H;1
2013;08/09/2013;Criciuma;Botafogo;1;2;A;-1
2013;08/09/2013;Vasco;Athletico PR;0;0;D;0
2013;10/09/2013;Internacional;Santos;1;2;A;-1
2013;11/09/2013;Athletico PR;Fluminense;1;1;D;0
2013;12/09/2013;Bahia;Criciuma;2;2;D;0
2013;12/09/2013;Goias;Cruzeiro;1;2;A;-1
2013;12/09/2013;Botafogo;Corinthians;1;0;H;1
2013;12/09/2013;Nautico;Gremio;0;2;A;-2
2013;12/09/2013;Portuguesa;Vasco;2;0;H;2
2013;12/09/2013;Internacional;Vitoria;2;2;D;0
2013;13/09/2013;Atletico MG;Coritiba;3;0;H;3
2013;13/09/2013;Flamengo;Santos;2;1;H;1
2013;13/09/2013;Sao Paulo;Ponte Preta;1;0;H;1
2013;14/09/2013;Cruzeiro;Athletico PR;1;0;H;1
2013;15/09/2013;Fluminense;Portuguesa;2;1;H;1
2013;15/09/2013;Corinthians;Goias;1;2;A;-1
2013;15/09/2013;Coritiba;Bahia;2;2;D;0
2013;15/09/2013;Criciuma;Internacional;0;1;A;-1
2013;15/09/2013;Ponte Preta;Flamengo;1;1;D;0
2013;15/09/2013;Vasco;Sao Paulo;0;2;A;-2
2013;15/09/2013;Gremio;Atletico MG;0;1;A;-1
2013;15/09/2013;Santos;Botafogo;1;2;A;-1
2013;15/09/2013;Vitoria;Nautico;2;1;H;1
2013;18/09/2013;Gremio;Santos;1;1;D;0
2013;18/09/2013;Vasco;Vitoria;1;2;A;-1
2013;19/09/2013;Coritiba;Goias;2;2;D;0
2013;19/09/2013;Criciuma;Fluminense;1;2;A;-1
2013;19/09/2013;Cruzeiro;Botafogo;3;0;H;3
2013;19/09/2013;Ponte Preta;Corinthians;2;0;H;2
2013;19/09/2013;Sao Paulo;Atletico MG;1;0;H;1
2013;19/09/2013;Flamengo;Athletico PR;2;4;A;-2
2013;20/09/2013;Bahia;Internacional;2;0;H;2
2013;20/09/2013;Portuguesa;Nautico;3;0;H;3
2013;21/09/2013;Fluminense;Coritiba;1;1;D;0
2013;22/09/2013;Vitoria;Gremio;0;0;D;0
2013;22/09/2013;Botafogo;Bahia;1;2;A;-1
2013;22/09/2013;Corinthians;Cruzeiro;0;0;D;0
2013;22/09/2013;Goias;Sao Paulo;1;0;H;1
2013;22/09/2013;Internacional;Portuguesa;0;1;A;-1
2013;22/09/2013;Nautico;Flamengo;0;0;D;0
2013;22/09/2013;Atletico MG;Vasco;2;1;H;1
2013;22/09/2013;Athletico PR;Ponte Preta;1;0;H;1
2013;22/09/2013;Santos;Criciuma;2;1;H;1
2013;25/09/2013;Criciuma;Atletico MG;1;1;D;0
2013;26/09/2013;Santos;Nautico;1;1;D;0
2013;28/09/2013;Goias;Fluminense;1;2;A;-1
2013;28/09/2013;Nautico;Coritiba;3;0;H;3
2013;29/09/2013;Botafogo;Ponte Preta;0;1;A;-1
2013;29/09/2013;Bahia;Vasco;0;0;D;0
2013;29/09/2013;Flamengo;Criciuma;4;1;H;3
2013;29/09/2013;Portuguesa;Corinthians;4;0;H;4
2013;29/09/2013;Sao Paulo;Gremio;0;1;A;-1
2013;29/09/2013;Atletico MG;Santos;3;1;H;2
2013;29/09/2013;Athletico PR;Vitoria;3;5;A;-2
2013;29/09/2013;Internacional;Cruzeiro;1;2;A;-1
2013;01/10/2013;Ponte Preta;Nautico;1;2;A;-1
2013;02/10/2013;Cruzeiro;Portuguesa;4;0;H;4
2013;02/10/2013;Gremio;Athletico PR;1;0;H;1
2013;03/10/2013;Fluminense;Botafogo;1;1;D;0
2013;03/10/2013;Vitoria;Goias;2;1;H;1
2013;03/10/2013;Corinthians;Bahia;2;0;H;2
2013;03/10/2013;Coritiba;Flamengo;0;2;A;-2
2013;03/10/2013;Santos;Sao Paulo;3;0;H;3
2013;03/10/2013;Atletico MG;Ponte Preta;4;0;H;4
2013;04/10/2013;Vasco;Internacional;3;1;H;2
2013;05/10/2013;Botafogo;Gremio;0;1;A;-1
2013;06/10/2013;Sao Paulo;Vitoria;3;2;H;1
2013;06/10/2013;Atletico MG;Corinthians;0;0;D;0
2013;06/10/2013;Athletico PR;Coritiba;2;1;H;1
2013;06/10/2013;Flamengo;Vasco;1;1;D;0
2013;06/10/2013;Internacional;Fluminense;1;0;H;1
2013;06/10/2013;Nautico;Cruzeiro;1;4;A;-3
2013;06/10/2013;Bahia;Ponte Preta;1;1;D;0
2013;06/10/2013;Goias;Criciuma;1;1;D;0
2013;06/10/2013;Portuguesa;Santos;3;0;H;3
2013;09/10/2013;Coritiba;Santos;1;0;H;1
2013;09/10/2013;Gremio;Criciuma;1;2;A;-1
2013;10/10/2013;Bahia;Vitoria;2;0;H;2
2013;10/10/2013;Ponte Preta;Atletico MG;2;0;H;2
2013;10/10/2013;Corinthians;Athletico PR;0;0;D;0
2013;10/10/2013;Cruzeiro;Sao Paulo;0;2;A;-2
2013;10/10/2013;Nautico;Botafogo;1;3;A;-2
2013;10/10/2013;Vasco;Fluminense;1;0;H;1
2013;10/10/2013;Portuguesa;Goias;1;2;A;-1
2013;11/10/2013;Flamengo;Internacional;2;1;H;1
2013;12/10/2013;Fluminense;Gremio;1;1;D;0
2013;12/10/2013;Vitoria;Coritiba;2;1;H;1
2013;13/10/2013;Santos;Ponte Preta;2;1;H;1
2013;13/10/2013;Atletico MG;Cruzeiro;1;0;H;1
2013;13/10/2013;Criciuma;Vasco;3;2;H;1
2013;13/10/2013;Internacional;Nautico;4;1;H;3
2013;13/10/2013;Sao Paulo;Corinthians;0;0;D;0
2013;13/10/2013;Athletico PR;Portuguesa;1;0;H;1
2013;13/10/2013;Botafogo;Flamengo;2;1;H;1
2013;13/10/2013;Goias;Bahia;3;1;H;2
2013;16/10/2013;Cruzeiro;Fluminense;1;0;H;1
2013;16/10/2013;Santos;Internacional;0;0;D;0
2013;17/10/2013;Criciuma;Portuguesa;1;3;A;-2
2013;17/10/2013;Ponte Preta;Coritiba;1;0;H;1
2013;17/10/2013;Sao Paulo;Nautico;3;0;H;3
2013;17/10/2013;Athletico PR;Atletico MG;1;0;H;1
2013;17/10/2013;Flamengo;Bahia;2;1;H;1
2013;17/10/2013;Gremio;Corinthians;1;0;H;1
2013;17/10/2013;Vasco;Goias;0;2;A;-2
2013;18/10/2013;Vitoria;Botafogo;1;0;H;1
2013;19/10/2013;Fluminense;Ponte Preta;1;1;D;0
2013;19/10/2013;Nautico;Santos;1;5;A;-4
2013;20/10/2013;Corinthians;Criciuma;1;0;H;1
2013;20/10/2013;Atletico MG;Flamengo;1;0;H;1
2013;20/10/2013;Bahia;Sao Paulo;0;1;A;-1
2013;20/10/2013;Goias;Athletico PR;3;0;H;3
2013;20/10/2013;Internacional;Gremio;2;2;D;0
2013;20/10/2013;Botafogo;Vasco;2;2;D;0
2013;20/10/2013;Coritiba;Cruzeiro;2;1;H;1
2013;20/10/2013;Portuguesa;Vitoria;1;1;D;0
2013;26/10/2013;Botafogo;Atletico MG;1;0;H;1
2013;26/10/2013;Cruzeiro;Criciuma;5;3;H;2
2013;27/10/2013;Bahia;Athletico PR;1;1;D;0
2013;27/10/2013;Corinthians;Santos;1;1;D;0
2013;27/10/2013;Internacional;Sao Paulo;2;3;A;-1
2013;27/10/2013;Ponte Preta;Vasco;2;1;H;1
2013;27/10/2013;Portuguesa;Flamengo;0;0;D;0
2013;27/10/2013;Coritiba;Gremio;4;0;H;4
2013;27/10/2013;Fluminense;Vitoria;2;3;A;-1
2013;27/10/2013;Nautico;Goias;0;2;A;-2
2013;02/11/2013;Sao Paulo;Portuguesa;2;1;H;1
2013;02/11/2013;Vasco;Coritiba;2;1;H;1
2013;02/11/2013;Atletico MG;Nautico;5;0;H;5
2013;03/11/2013;Goias;Botafogo;1;0;H;1
2013;03/11/2013;Gremio;Bahia;0;0;D;0
2013;03/11/2013;Santos;Cruzeiro;0;1;A;-1
2013;03/11/2013;Vitoria;Corinthians;1;1;D;0
2013;03/11/2013;Athletico PR;Internacional;1;0;H;1
2013;03/11/2013;Criciuma;Ponte Preta;1;1;D;0
2013;03/11/2013;Flamengo;Fluminense;1;0;H;1
2013;09/11/2013;Bahia;Atletico MG;0;0;D;0
2013;09/11/2013;Portuguesa;Coritiba;0;0;D;0
2013;09/11/2013;Flamengo;Goias;1;1;D;0
2013;10/11/2013;Athletico PR;Sao Paulo;3;0;H;3
2013;10/11/2013;Cruzeiro;Gremio;3;0;H;3
2013;10/11/2013;Internacional;Botafogo;2;1;H;1
2013;10/11/2013;Ponte Preta;Vitoria;0;3;A;-3
2013;10/11/2013;Corinthians;Fluminense;1;0;H;1
2013;10/11/2013;Nautico;Criciuma;0;1;A;-1
2013;10/11/2013;Vasco;Santos;2;2;D;0
2013;13/11/2013;Goias;Ponte Preta;2;0;H;2
2013;13/11/2013;Gremio;Vasco;1;0;H;1
2013;13/11/2013;Botafogo;Portuguesa;0;0;D;0
2013;13/11/2013;Criciuma;Athletico PR;2;1;H;1
2013;13/11/2013;Coritiba;Corinthians;0;1;A;-1
2013;13/11/2013;Sao Paulo;Flamengo;2;0;H;2
2013;13/11/2013;Vitoria;Cruzeiro;1;3;A;-2
2013;14/11/2013;Santos;Bahia;3;0;H;3
2013;14/11/2013;Atletico MG;Internacional;2;1;H;1
2013;14/11/2013;Fluminense;Nautico;2;0;H;2
2013;16/11/2013;Botafogo;Athletico PR;4;0;H;4
2013;16/11/2013;Coritiba;Criciuma;1;2;A;-1
2013;17/11/2013;Corinthians;Vasco;0;0;D;0
2013;17/11/2013;Cruzeiro;Ponte Preta;2;2;D;0
2013;17/11/2013;Fluminense;Sao Paulo;2;1;H;1
2013;17/11/2013;Vitoria;Santos;2;0;H;2
2013;17/11/2013;Goias;Internacional;3;1;H;2
2013;17/11/2013;Gremio;Flamengo;2;1;H;1
2013;17/11/2013;Nautico;Bahia;0;1;A;-1
2013;17/11/2013;Portuguesa;Atletico MG;2;0;H;2
2013;23/11/2013;Criciuma;Vitoria;1;1;D;0
2013;23/11/2013;Vasco;Cruzeiro;2;1;H;1
2013;23/11/2013;Atletico MG;Goias;4;1;H;3
2013;24/11/2013;Athletico PR;Nautico;6;1;H;5
2013;24/11/2013;Flamengo;Corinthians;1;0;H;1
2013;24/11/2013;Ponte Preta;Gremio;1;1;D;0
2013;24/11/2013;Santos;Fluminense;1;0;H;1
2013;24/11/2013;Bahia;Portuguesa;1;0;H;1
2013;24/11/2013;Internacional;Coritiba;0;0;D;0
2013;24/11/2013;Sao Paulo;Botafogo;1;1;D;0
2013;30/11/2013;Fluminense;Atletico MG;2;2;D;0
2013;30/11/2013;Corinthians;Internacional;0;0;D;0
2013;01/12/2013;Coritiba;Botafogo;2;1;H;1
2013;01/12/2013;Criciuma;Sao Paulo;1;0;H;1
2013;01/12/2013;Cruzeiro;Bahia;1;2;A;-1
2013;01/12/2013;Ponte Preta;Portuguesa;0;2;A;-2
2013;01/12/2013;Vasco;Nautico;2;0;H;2
2013;01/12/2013;Vitoria;Flamengo;4;2;H;2
2013;01/12/2013;Gremio;Goias;1;0;H;1
2013;01/12/2013;Santos;Athletico PR;2;1;H;1
2013;07/12/2013;Flamengo;Cruzeiro;1;1;D;0
2013;07/12/2013;Nautico;Corinthians;1;0;H;1
2013;08/12/2013;Atletico MG;Vitoria;2;2;D;0
2013;08/12/2013;Athletico PR;Vasco;5;1;H;4
2013;08/12/2013;Bahia;Fluminense;1;2;A;-1
2013;08/12/2013;Botafogo;Criciuma;3;0;H;3
2013;08/12/2013;Goias;Santos;0;3;A;-3
2013;08/12/2013;Internacional;Ponte Preta;0;0;D;0
2013;08/12/2013;Portuguesa;Gremio;0;0;D;0
2013;08/12/2013;Sao Paulo;Coritiba;0;1;A;-1
2014;19/04/2014;Fluminense;Figueirense;3;0;H;3
2014;19/04/2014;Internacional;Vitoria;1;0;H;1
2014;20/04/2014;Chapecoense;Coritiba;0;0;D;0
2014;20/04/2014;Atletico MG;Corinthians;0;0;D;0
2014;20/04/2014;Athletico PR;Gremio;1;0;H;1
2014;20/04/2014;Bahia;Cruzeiro;1;2;A;-1
2014;20/04/2014;Sao Paulo;Botafogo;3;0;H;3
2014;20/04/2014;Criciuma;Palmeiras;1;2;A;-1
2014;20/04/2014;Flamengo;Goias;0;0;D;0
2014;20/04/2014;Santos;Sport;1;1;D;0
2014;26/04/2014;Coritiba;Santos;0;0;D;0
2014;27/04/2014;Palmeiras;Fluminense;0;1;A;-1
2014;27/04/2014;Botafogo;Internacional;2;2;D;0
2014;27/04/2014;Corinthians;Flamengo;2;0;H;2
2014;27/04/2014;Cruzeiro;Sao Paulo;1;1;D;0
2014;27/04/2014;Vitoria;Athletico PR;2;2;D;0
2014;27/04/2014;Figueirense;Bahia;0;2;A;-2
2014;27/04/2014;Goias;Criciuma;1;0;H;1
2014;27/04/2014;Gremio;Atletico MG;2;1;H;1
2014;27/04/2014;Sport;Chapecoense;2;1;H;1
2014;03/05/2014;Athletico PR;Cruzeiro;2;3;A;-1
2014;03/05/2014;Santos;Gremio;0;0;D;0
2014;03/05/2014;Sao Paulo;Coritiba;2;2;D;0
2014;04/05/2014;Fluminense;Vitoria;1;2;A;-1
2014;04/05/2014;Bahia;Botafogo;1;0;H;1
2014;04/05/2014;Criciuma;Figueirense;1;0;H;1
2014;04/05/2014;Flamengo;Palmeiras;4;2;H;2
2014;04/05/2014;Internacional;Sport;2;1;H;1
2014;04/05/2014;Atletico MG;Goias;0;1;A;-1
2014;04/05/2014;Chapecoense;Corinthians;0;1;A;-1
2014;10/05/2014;Internacional;Athletico PR;2;1;H;1
2014;10/05/2014;Palmeiras;Goias;2;0;H;2
2014;11/05/2014;Botafogo;Criciuma;6;0;H;6
2014;11/05/2014;Atletico MG;Cruzeiro;2;1;H;1
2014;11/05/2014;Chapecoense;Gremio;1;2;A;-1
2014;11/05/2014;Fluminense;Flamengo;2;0;H;2
2014;11/05/2014;Sao Paulo;Corinthians;1;1;D;0
2014;11/05/2014;Bahia;Vitoria;1;1;D;0
2014;11/05/2014;Coritiba;Sport;0;1;A;-1
2014;11/05/2014;Figueirense;Santos;0;2;A;-2
2014;15/05/2014;Goias;Botafogo;2;0;H;2
2014;17/05/2014;Cruzeiro;Coritiba;3;2;H;1
2014;18/05/2014;Athletico PR;Chapecoense;1;1;D;0
2014;18/05/2014;Corinthians;Figueirense;0;1;A;-1
2014;18/05/2014;Flamengo;Sao Paulo;0;2;A;-2
2014;18/05/2014;Gremio;Fluminense;1;0;H;1
2014;18/05/2014;Criciuma;Internacional;0;0;D;0
2014;18/05/2014;Santos;Atletico MG;1;2;A;-1
2014;18/05/2014;Vitoria;Palmeiras;0;1;A;-1
2014;21/05/2014;Coritiba;Internacional;1;1;D;0
2014;21/05/2014;Flamengo;Bahia;1;1;D;0
2014;22/05/2014;Criciuma;Chapecoense;1;0;H;1
2014;22/05/2014;Cruzeiro;Sport;2;0;H;2
2014;22/05/2014;Corinthians;Athletico PR;1;1;D;0
2014;22/05/2014;Fluminense;Sao Paulo;5;2;H;3
2014;22/05/2014;Gremio;Botafogo;2;1;H;1
2014;22/05/2014;Goias;Santos;2;2;D;0
2014;22/05/2014;Palmeiras;Figueirense;1;0;H;1
2014;23/05/2014;Vitoria;Atletico MG;2;3;A;-1
2014;24/05/2014;Bahia;Fluminense;0;1;A;-1
2014;25/05/2014;Sao Paulo;Gremio;1;0;H;1
2014;25/05/2014;Athletico PR;Coritiba;2;0;H;2
2014;25/05/2014;Figueirense;Goias;0;1;A;-1
2014;25/05/2014;Santos;Flamengo;0;0;D;0
2014;25/05/2014;Sport;Corinthians;1;4;A;-3
2014;25/05/2014;Atletico MG;Criciuma;0;0;D;0
2014;25/05/2014;Botafogo;Vitoria;1;1;D;0
2014;25/05/2014;Chapecoense;Palmeiras;2;0;H;2
2014;25/05/2014;Internacional;Cruzeiro;1;3;A;-2
2014;28/05/2014;Criciuma;Coritiba;1;0;H;1
2014;28/05/2014;Palmeiras;Botafogo;0;2;A;-2
2014;28/05/2014;Sport;Gremio;0;0;D;0
2014;29/05/2014;Goias;Vitoria;0;0;D;0
2014;29/05/2014;Internacional;Chapecoense;2;0;H;2
2014;29/05/2014;Atletico MG;Fluminense;2;0;H;2
2014;29/05/2014;Athletico PR;Sao Paulo;2;2;D;0
2014;29/05/2014;Corinthians;Cruzeiro;1;0;H;1
2014;29/05/2014;Flamengo;Figueirense;1;1;D;0
2014;30/05/2014;Bahia;Santos;0;2;A;-2
2014;31/05/2014;Coritiba;Goias;3;0;H;3
2014;31/05/2014;Sao Paulo;Atletico MG;2;1;H;1
2014;01/06/2014;Vitoria;Sport;0;1;A;-1
2014;01/06/2014;Chapecoense;Bahia;2;1;H;1
2014;01/06/2014;Corinthians;Botafogo;1;1;D;0
2014;01/06/2014;Cruzeiro;Flamengo;3;0;H;3
2014;01/06/2014;Gremio;Palmeiras;0;0;D;0
2014;01/06/2014;Figueirense;Athletico PR;1;3;A;-2
2014;01/06/2014;Fluminense;Internacional;1;1;D;0
2014;01/06/2014;Santos;Criciuma;2;0;H;2
2014;05/06/2014;Sport;Bahia;1;0;H;1
2014;16/07/2014;Coritiba;Figueirense;0;2;A;-2
2014;16/07/2014;Gremio;Goias;0;0;D;0
2014;16/07/2014;Sport;Botafogo;1;0;H;1
2014;17/07/2014;Bahia;Sao Paulo;0;2;A;-2
2014;17/07/2014;Criciuma;Fluminense;3;2;H;1
2014;17/07/2014;Flamengo;Athletico PR;1;2;A;-1
2014;17/07/2014;Corinthians;Internacional;2;1;H;1
2014;17/07/2014;Santos;Palmeiras;2;0;H;2
2014;18/07/2014;Cruzeiro;Vitoria;3;1;H;2
2014;19/07/2014;Atletico MG;Bahia;1;1;D;0
2014;19/07/2014;Figueirense;Gremio;0;1;A;-1
2014;19/07/2014;Sao Paulo;Chapecoense;0;1;A;-1
2014;20/07/2014;Botafogo;Coritiba;1;0;H;1
2014;20/07/2014;Internacional;Flamengo;4;0;H;4
2014;20/07/2014;Palmeiras;Cruzeiro;1;2;A;-1
2014;20/07/2014;Vitoria;Corinthians;0;0;D;0
2014;20/07/2014;Athletico PR;Criciuma;2;0;H;2
2014;20/07/2014;Fluminense;Santos;1;0;H;1
2014;20/07/2014;Goias;Sport;0;0;D;0
2014;26/07/2014;Criciuma;Vitoria;1;3;A;-2
2014;26/07/2014;Cruzeiro;Figueirense;5;0;H;5
2014;26/07/2014;Santos;Chapecoense;3;0;H;3
2014;27/07/2014;Bahia;Internacional;0;1;A;-1
2014;27/07/2014;Athletico PR;Fluminense;0;3;A;-3
2014;27/07/2014;Corinthians;Palmeiras;2;0;H;2
2014;27/07/2014;Goias;Sao Paulo;2;1;H;1
2014;27/07/2014;Sport;Atletico MG;2;1;H;1
2014;27/07/2014;Flamengo;Botafogo;1;0;H;1
2014;27/07/2014;Gremio;Coritiba;2;3;A;-1
2014;02/08/2014;Botafogo;Cruzeiro;1;1;D;0
2014;02/08/2014;Sao Paulo;Criciuma;1;1;D;0
2014;03/08/2014;Vitoria;Gremio;2;1;H;1
2014;03/08/2014;Chapecoense;Flamengo;1;0;H;1
2014;03/08/2014;Coritiba;Corinthians;0;0;D;0
2014;03/08/2014;Figueirense;Sport;3;0;H;3
2014;03/08/2014;Palmeiras;Bahia;1;1;D;0
2014;03/08/2014;Atletico MG;Athletico PR;3;1;H;2
2014;03/08/2014;Fluminense;Goias;2;0;H;2
2014;03/08/2014;Internacional;Santos;1;0;H;1
2014;07/08/2014;Chapecoense;Atletico MG;1;1;D;0
2014;09/08/2014;Bahia;Goias;1;0;H;1
2014;09/08/2014;Criciuma;Cruzeiro;0;0;D;0
2014;10/08/2014;Fluminense;Coritiba;1;1;D;0
2014;10/08/2014;Athletico PR;Botafogo;2;0;H;2
2014;10/08/2014;Flamengo;Sport;1;0;H;1
2014;10/08/2014;Internacional;Gremio;2;0;H;2
2014;10/08/2014;Santos;Corinthians;0;1;A;-1
2014;10/08/2014;Atletico MG;Palmeiras;2;1;H;1
2014;10/08/2014;Chapecoense;Figueirense;0;1;A;-1
2014;10/08/2014;Sao Paulo;Vitoria;3;1;H;2
2014;16/08/2014;Goias;Internacional;0;1;A;-1
2014;17/08/2014;Corinthians;Bahia;1;1;D;0
2014;17/08/2014;Coritiba;Flamengo;0;1;A;-1
2014;17/08/2014;Cruzeiro;Santos;3;0;H;3
2014;17/08/2014;Gremio;Criciuma;2;0;H;2
2014;17/08/2014;Palmeiras;Sao Paulo;1;2;A;-1
2014;17/08/2014;Vitoria;Chapecoense;0;0;D;0
2014;17/08/2014;Botafogo;Fluminense;2;0;H;2
2014;17/08/2014;Figueirense;Atletico MG;2;2;D;0
2014;17/08/2014;Sport;Athletico PR;1;1;D;0
2014;20/08/2014;Figueirense;Botafogo;1;0;H;1
2014;20/08/2014;Santos;Athletico PR;2;0;H;2
2014;20/08/2014;Sport;Palmeiras;2;1;H;1
2014;21/08/2014;Bahia;Criciuma;0;0;D;0
2014;21/08/2014;Coritiba;Vitoria;2;0;H;2
2014;21/08/2014;Chapecoense;Fluminense;1;0;H;1
2014;21/08/2014;Flamengo;Atletico MG;2;1;H;1
2014;21/08/2014;Internacional;Sao Paulo;0;1;A;-1
2014;21/08/2014;Corinthians;Goias;5;2;H;3
2014;22/08/2014;Cruzeiro;Gremio;1;0;H;1
2014;23/08/2014;Atletico MG;Internacional;1;0;H;1
2014;23/08/2014;Botafogo;Chapecoense;1;0;H;1
