Temporada;Data;Mandante;Visitante;GF;GC;Resultado;SG
2020;08/10/2020;Botafogo;Palmeiras;2;1;H;1
2020;08/10/2020;Fortaleza;Atletico MG;2;1;H;1
2020;08/10/2020;Athletico PR;Ceara;0;0;D;0
2020;09/10/2020;Bragantino;Internacional;0;2;A;-2
2020;10/10/2020;Vasco;Flamengo;1;2;A;-1
2020;10/10/2020;Coritiba;Fortaleza;0;0;D;0
2020;10/10/2020;Palmeiras;Sao Paulo;0;2;A;-2
2020;11/10/2020;Atletico MG;Goias;3;0;H;3
2020;11/10/2020;Fluminense;Bahia;1;0;H;1
2020;11/10/2020;Santos;Gremio;2;1;H;1
2020;11/10/2020;Atletico GO;Bragantino;2;1;H;1
2020;11/10/2020;Sport;Botafogo;1;2;A;-1
2020;12/10/2020;Ceara;Corinthians;2;1;H;1
2020;12/10/2020;Internacional;Athletico PR;2;1;H;1
2020;13/10/2020;Flamengo;Goias;2;1;H;1
2020;14/10/2020;Palmeiras;Coritiba;1;3;A;-2
2020;14/10/2020;Gremio;Botafogo;3;1;H;2
2020;15/10/2020;Santos;Atletico GO;0;1;A;-1
2020;15/10/2020;Athletico PR;Corinthians;0;1;A;-1
2020;15/10/2020;Atletico MG;Fluminense;1;1;D;0
2020;15/10/2020;Sport;Internacional;3;5;A;-2
2020;16/10/2020;Flamengo;Bragantino;1;1;D;0
2020;17/10/2020;Goias;Bahia;1;1;D;0
2020;17/10/2020;Atletico GO;Athletico PR;1;1;D;0
2020;17/10/2020;Coritiba;Santos;1;2;A;-1
2020;17/10/2020;Fluminense;Ceara;2;2;D;0
2020;18/10/2020;Sao Paulo;Gremio;0;0;D;0
2020;18/10/2020;Corinthians;Flamengo;1;5;A;-4
2020;18/10/2020;Internacional;Vasco;2;0;H;2
2020;19/10/2020;Bragantino;Sport;2;0;H;2
2020;19/10/2020;Fortaleza;Palmeiras;2;0;H;2
2020;20/10/2020;Bahia;Atletico MG;3;1;H;2
2020;20/10/2020;Botafogo;Goias;0;0;D;0
2020;22/10/2020;Vasco;Corinthians;1;2;A;-1
2020;24/10/2020;Bragantino;Goias;2;0;H;2
2020;24/10/2020;Ceara;Coritiba;2;1;H;1
2020;25/10/2020;Atletico MG;Sport;0;0;D;0
2020;25/10/2020;Atletico GO;Palmeiras;0;3;A;-3
2020;25/10/2020;Fluminense;Santos;3;1;H;2
2020;25/10/2020;Athletico PR;Gremio;1;2;A;-1
2020;25/10/2020;Internacional;Flamengo;2;2;D;0
2020;31/10/2020;Botafogo;Ceara;2;2;D;0
2020;31/10/2020;Corinthians;Internacional;1;0;H;1
2020;31/10/2020;Coritiba;Atletico GO;1;0;H;1
2020;01/11/2020;Fortaleza;Fluminense;0;1;A;-1
2020;01/11/2020;Flamengo;Sao Paulo;1;4;A;-3
2020;01/11/2020;Sport;Athletico PR;1;0;H;1
2020;01/11/2020;Santos;Bahia;3;1;H;2
2020;01/11/2020;Goias;Vasco;1;1;D;0
2020;02/11/2020;Palmeiras;Atletico MG;3;0;H;3
2020;02/11/2020;Gremio;Bragantino;2;1;H;1
2020;07/11/2020;Athletico PR;Fortaleza;2;1;H;1
2020;07/11/2020;Sao Paulo;Goias;2;1;H;1
2020;08/11/2020;Atletico GO;Corinthians;1;1;D;0
2020;08/11/2020;Internacional;Coritiba;2;2;D;0
2020;08/11/2020;Vasco;Palmeiras;0;1;A;-1
2020;08/11/2020;Atletico MG;Flamengo;4;0;H;4
2020;08/11/2020;Bahia;Botafogo;1;0;H;1
2020;08/11/2020;Bragantino;Santos;1;1;D;0
2020;08/11/2020;Ceara;Sport;0;0;D;0
2020;08/11/2020;Fluminense;Gremio;0;1;A;-1
2020;11/11/2020;Bahia;Fortaleza;2;1;H;1
2020;14/11/2020;Santos;Internacional;2;0;H;2
2020;14/11/2020;Sport;Vasco;0;2;A;-2
2020;14/11/2020;Goias;Athletico PR;0;1;A;-1
2020;14/11/2020;Corinthians;Atletico MG;1;2;A;-1
2020;14/11/2020;Fortaleza;Sao Paulo;2;3;A;-1
2020;14/11/2020;Gremio;Ceara;4;2;H;2
2020;15/11/2020;Flamengo;Atletico GO;1;1;D;0
2020;15/11/2020;Palmeiras;Fluminense;2;0;H;2
2020;16/11/2020;Coritiba;Bahia;1;2;A;-1
2020;16/11/2020;Botafogo;Bragantino;1;2;A;-1
2020;18/11/2020;Atletico MG;Athletico PR;0;2;A;-2
2020;19/11/2020;Vasco;Fortaleza;0;0;D;0
2020;20/11/2020;Bragantino;Bahia;4;0;H;4
2020;21/11/2020;Athletico PR;Santos;1;0;H;1
2020;21/11/2020;Flamengo;Coritiba;3;1;H;2
2020;22/11/2020;Goias;Palmeiras;1;0;H;1
2020;22/11/2020;Ceara;Atletico MG;2;2;D;0
2020;22/11/2020;Sao Paulo;Vasco;1;1;D;0
2020;22/11/2020;Botafogo;Fortaleza;1;2;A;-1
2020;22/11/2020;Internacional;Fluminense;1;2;A;-1
2020;22/11/2020;Corinthians;Gremio;0;0;D;0
2020;23/11/2020;Sport;Atletico GO;0;1;A;-1
2020;25/11/2020;Ceara;Sao Paulo;1;1;D;0
2020;26/11/2020;Atletico MG;Botafogo;2;1;H;1
2020;26/11/2020;Coritiba;Corinthians;0;1;A;-1
2020;26/11/2020;Fortaleza;Goias;1;1;D;0
2020;28/11/2020;Palmeiras;Athletico PR;3;0;H;3
2020;28/11/2020;Santos;Sport;4;2;H;2
2020;28/11/2020;Bahia;Sao Paulo;1;3;A;-2
2020;29/11/2020;Atletico GO;Internacional;0;0;D;0
2020;30/11/2020;Gremio;Goias;2;1;H;1
2020;30/11/2020;Vasco;Ceara;1;4;A;-3
2020;30/11/2020;Fluminense;Bragantino;0;0;D;0
2020;03/12/2020;Fortaleza;Corinthians;0;0;D;0
2020;03/12/2020;Goias;Sao Paulo;0;3;A;-3
2020;05/12/2020;Botafogo;Flamengo;0;1;A;-1
2020;05/12/2020;Santos;Palmeiras;2;2;D;0
2020;05/12/2020;Bahia;Ceara;0;2;A;-2
2020;05/12/2020;Fluminense;Athletico PR;3;1;H;2
2020;06/12/2020;Coritiba;Bragantino;0;0;D;0
2020;06/12/2020;Gremio;Vasco;4;0;H;4
2020;06/12/2020;Sao Paulo;Sport;1;0;H;1
2020;06/12/2020;Atletico MG;Internacional;2;2;D;0
2020;07/12/2020;Atletico GO;Goias;0;1;A;-1
2020;10/12/2020;Sao Paulo;Botafogo;4;0;H;4
2020;12/12/2020;Athletico PR;Atletico MG;0;1;A;-1
2020;12/12/2020;Bragantino;Fortaleza;2;1;H;1
2020;12/12/2020;Internacional;Botafogo;2;1;H;1
2020;12/12/2020;Palmeiras;Bahia;3;0;H;3
2020;13/12/2020;Ceara;Atletico GO;1;2;A;-1
2020;13/12/2020;Goias;Gremio;0;0;D;0
2020;13/12/2020;Flamengo;Santos;4;1;H;3
2020;13/12/2020;Corinthians;Sao Paulo;1;0;H;1
2020;13/12/2020;Sport;Coritiba;1;0;H;1
2020;13/12/2020;Vasco;Fluminense;1;1;D;0
2020;17/12/2020;Atletico GO;Fluminense;2;1;H;1
2020;17/12/2020;Sao Paulo;Atletico MG;3;0;H;3
2020;19/12/2020;Sport;Gremio;1;1;D;0
2020;20/12/2020;Coritiba;Botafogo;1;2;A;-1
2020;20/12/2020;Internacional;Palmeiras;2;0;H;2
2020;20/12/2020;Bragantino;Athletico PR;0;1;A;-1
2020;20/12/2020;Vasco;Santos;1;0;H;1
2020;20/12/2020;Flamengo;Bahia;4;3;H;1
2020;20/12/2020;Fortaleza;Ceara;0;2;A;-2
2020;21/12/2020;Corinthians;Goias;2;1;H;1
2020;26/12/2020;Atletico MG;Coritiba;2;0;H;2
2020;26/12/2020;Fortaleza;Flamengo;0;0;D;0
2020;26/12/2020;Goias;Sport;1;0;H;1
2020;27/12/2020;Fluminense;Sao Paulo;1;2;A;-1
2020;27/12/2020;Bahia;Internacional;1;2;A;-1
2020;27/12/2020;Botafogo;Corinthians;0;2;A;-2
2020;27/12/2020;Athletico PR;Vasco;3;0;H;3
2020;27/12/2020;Palmeiras;Bragantino;1;0;H;1
2020;27/12/2020;Santos;Ceara;1;1;D;0
2020;27/12/2020;Gremio;Atletico GO;2;1;H;1
2020;06/01/2021;Botafogo;Athletico PR;0;2;A;-2
2020;06/01/2021;Gremio;Bahia;2;1;H;1
2020;06/01/2021;Coritiba;Goias;1;2;A;-1
2020;06/01/2021;Sport;Fortaleza;1;0;H;1
2020;07/01/2021;Bragantino;Sao Paulo;4;2;H;2
2020;07/01/2021;Flamengo;Fluminense;1;2;A;-1
2020;07/01/2021;Ceara;Internacional;0;2;A;-2
2020;08/01/2021;Atletico GO;Vasco;0;0;D;0
2020;09/01/2021;Coritiba;Athletico PR;0;0;D;0
2020;09/01/2021;Sport;Palmeiras;0;1;A;-1
2020;10/01/2021;Fortaleza;Gremio;0;0;D;0
2020;10/01/2021;Flamengo;Ceara;0;2;A;-2
2020;10/01/2021;Sao Paulo;Santos;0;1;A;-1
2020;10/01/2021;Atletico GO;Bahia;1;1;D;0
2020;10/01/2021;Internacional;Goias;1;0;H;1
2020;10/01/2021;Vasco;Botafogo;3;0;H;3
2020;11/01/2021;Bragantino;Atletico MG;2;2;D;0
2020;14/01/2021;Corinthians;Fluminense;5;0;H;5
2020;16/01/2021;Palmeiras;Gremio;1;1;D;0
2020;16/01/2021;Fluminense;Sport;1;0;H;1
2020;17/01/2021;Vasco;Coritiba;0;1;A;-1
2020;17/01/2021;Athletico PR;Sao Paulo;1;1;D;0
2020;17/01/2021;Santos;Botafogo;2;1;H;1
2020;17/01/2021;Atletico MG;Atletico GO;3;1;H;2
2020;17/01/2021;Ceara;Bragantino;1;2;A;-1
2020;17/01/2021;Internacional;Fortaleza;4;2;H;2
2020;18/01/2021;Palmeiras;Corinthians;4;0;H;4
2020;18/01/2021;Goias;Flamengo;0;3;A;-3
2020;20/01/2021;Botafogo;Atletico GO;1;3;A;-2
2020;20/01/2021;Bahia;Athletico PR;1;0;H;1
2020;20/01/2021;Gremio;Atletico MG;1;1;D;0
2020;20/01/2021;Coritiba;Fluminense;3;3;D;0
2020;21/01/2021;Bragantino;Vasco;4;1;H;3
2020;21/01/2021;Sao Paulo;Internacional;1;5;A;-4
2020;21/01/2021;Flamengo;Palmeiras;2;0;H;2
2020;21/01/2021;Fortaleza;Santos;2;0;H;2
2020;21/01/2021;Goias;Ceara;0;4;A;-4
2020;22/01/2021;Corinthians;Sport;3;0;H;3
2020;23/01/2021;Sao Paulo;Coritiba;1;1;D;0
2020;24/01/2021;Vasco;Atletico MG;3;2;H;1
2020;24/01/2021;Athletico PR;Flamengo;2;1;H;1
2020;24/01/2021;Ceara;Palmeiras;2;1;H;1
2020;24/01/2021;Internacional;Gremio;2;1;H;1
2020;24/01/2021;Atletico GO;Fortaleza;2;0;H;2
2020;24/01/2021;Santos;Goias;3;4;A;-1
2020;24/01/2021;Sport;Bahia;2;0;H;2
2020;24/01/2021;Fluminense;Botafogo;2;0;H;2
2020;25/01/2021;Corinthians;Bragantino;0;2;A;-2
2020;26/01/2021;Atletico MG;Santos;2;0;H;2
2020;26/01/2021;Palmeiras;Vasco;1;1;D;0
2020;28/01/2021;Bahia;Corinthians;2;1;H;1
2020;28/01/2021;Gremio;Flamengo;2;4;A;-2
2020;31/01/2021;Atletico GO;Sao Paulo;2;1;H;1
2020;31/01/2021;Ceara;Athletico PR;0;2;A;-2
2020;31/01/2021;Coritiba;Gremio;1;1;D;0
2020;31/01/2021;Vasco;Bahia;0;0;D;0
2020;31/01/2021;Atletico MG;Fortaleza;2;0;H;2
2020;31/01/2021;Internacional;Bragantino;2;1;H;1
2020;31/01/2021;Fluminense;Goias;3;0;H;3
2020;01/02/2021;Sport;Flamengo;0;3;A;-3
2020;02/02/2021;Palmeiras;Botafogo;1;1;D;0
2020;03/02/2021;Gremio;Santos;3;3;D;0
2020;03/02/2021;Bragantino;Atletico GO;2;0;H;2
2020;04/02/2021;Bahia;Fluminense;0;1;A;-1
2020;04/02/2021;Corinthians;Ceara;2;1;H;1
2020;04/02/2021;Goias;Atletico MG;1;0;H;1
2020;04/02/2021;Fortaleza;Coritiba;3;1;H;2
2020;05/02/2021;Athletico PR;Internacional;0;0;D;0
2020;05/02/2021;Flamengo;Vasco;2;0;H;2
2020;05/02/2021;Botafogo;Sport;0;1;A;-1
2020;06/02/2021;Bahia;Goias;3;3;D;0
2020;07/02/2021;Atletico GO;Santos;1;1;D;0
2020;07/02/2021;Bragantino;Flamengo;1;1;D;0
2020;08/02/2021;Botafogo;Gremio;2;5;A;-3
2020;10/02/2021;Internacional;Sport;1;2;A;-1
2020;10/02/2021;Fortaleza;Vasco;3;0;H;3
2020;11/02/2021;Sao Paulo;Ceara;1;1;D;0
2020;11/02/2021;Corinthians;Athletico PR;3;3;D;0
2020;11/02/2021;Fluminense;Atletico MG;0;0;D;0
2020;13/02/2021;Goias;Botafogo;2;0;H;2
2020;13/02/2021;Atletico MG;Bahia;1;1;D;0
2020;13/02/2021;Santos;Coritiba;2;0;H;2
2020;14/02/2021;Flamengo;Corinthians;2;1;H;1
2020;14/02/2021;Vasco;Internacional;0;2;A;-2
2020;14/02/2021;Athletico PR;Atletico GO;2;1;H;1
2020;14/02/2021;Palmeiras;Fortaleza;3;0;H;3
2020;14/02/2021;Gremio;Sao Paulo;1;2;A;-1
2020;15/02/2021;Ceara;Fluminense;1;3;A;-2
2020;15/02/2021;Sport;Bragantino;0;0;D;0
2020;17/02/2021;Santos;Corinthians;1;0;H;1
2020;17/02/2021;Coritiba;Palmeiras;1;0;H;1
2020;20/02/2021;Sao Paulo;Palmeiras;1;1;D;0
2020;20/02/2021;Coritiba;Ceara;0;2;A;-2
2020;21/02/2021;Fortaleza;Bahia;0;4;A;-4
2020;21/02/2021;Corinthians;Vasco;0;0;D;0
2020;21/02/2021;Flamengo;Internacional;2;1;H;1
2020;21/02/2021;Sport;Atletico MG;2;3;A;-1
2020;21/02/2021;Gremio;Athletico PR;1;0;H;1
2020;21/02/2021;Santos;Fluminense;1;1;D;0
2020;21/02/2021;Goias;Bragantino;0;0;D;0
2020;22/02/2021;Palmeiras;Atletico GO;1;1;D;0
2020;22/02/2021;Botafogo;Sao Paulo;1;0;H;1
2020;26/02/2021;Athletico PR;Sport;2;0;H;2
2020;26/02/2021;Atletico GO;Coritiba;3;1;H;2
2020;26/02/2021;Atletico MG;Palmeiras;2;0;H;2
2020;26/02/2021;Bahia;Santos;2;0;H;2
2020;26/02/2021;Bragantino;Gremio;1;0;H;1
2020;26/02/2021;Ceara;Botafogo;2;1;H;1
2020;26/02/2021;Fluminense;Fortaleza;2;0;H;2
2020;26/02/2021;Internacional;Corinthians;0;0;D;0
2020;26/02/2021;Sao Paulo;Flamengo;2;1;H;1
2020;26/02/2021;Vasco;Goias;3;2;H;1
2021;29/05/2021;Cuiaba;Juventude;2;2;D;0
2021;30/05/2021;Bahia;Santos;3;0;H;3
2021;30/05/2021;Sao Paulo;Fluminense;0;0;D;0
2021;30/05/2021;Atletico MG;Fortaleza;1;2;A;-1
2021;30/05/2021;Ceara;Gremio;3;2;H;1
2021;30/05/2021;Flamengo;Palmeiras;1;0;H;1
2021;30/05/2021;Athletico PR;America MG;1;0;H;1
2021;30/05/2021;Chapecoense;Bragantino;0;3;A;-3
2021;30/05/2021;Corinthians;Atletico GO;0;1;A;-1
2021;31/05/2021;Internacional;Sport;2;2;D;0
2021;05/06/2021;Atletico GO;Sao Paulo;2;0;H;2
2021;06/06/2021;Bragantino;Bahia;3;3;D;0
2021;06/06/2021;Santos;Ceara;3;1;H;2
2021;06/06/2021;Fluminense;Cuiaba;1;0;H;1
2021;06/06/2021;America MG;Corinthians;0;1;A;-1
2021;06/06/2021;Fortaleza;Internacional;5;1;H;4
2021;06/06/2021;Juventude;Athletico PR;0;3;A;-3
2021;06/06/2021;Palmeiras;Chapecoense;3;1;H;2
2021;07/06/2021;Sport;Atletico MG;0;1;A;-1
2021;12/06/2021;Palmeiras;Corinthians;1;1;D;0
2021;12/06/2021;Santos;Juventude;0;0;D;0
2021;13/06/2021;Atletico MG;Sao Paulo;1;0;H;1
2021;13/06/2021;Flamengo;America MG;2;0;H;2
2021;13/06/2021;Gremio;Athletico PR;0;1;A;-1
2021;14/06/2021;Bahia;Internacional;0;1;A;-1
2021;14/06/2021;Bragantino;Fluminense;2;2;D;0
2021;14/06/2021;Chapecoense;Ceara;0;0;D;0
2021;14/06/2021;Fortaleza;Sport;1;0;H;1
2021;16/06/2021;Internacional;Atletico MG;0;1;A;-1
2021;16/06/2021;Sao Paulo;Chapecoense;1;1;D;0
2021;17/06/2021;Corinthians;Bragantino;1;2;A;-1
2021;17/06/2021;Juventude;Palmeiras;0;3;A;-3
2021;17/06/2021;America MG;Cuiaba;0;0;D;0
2021;17/06/2021;Ceara;Bahia;1;2;A;-1
2021;17/06/2021;Atletico GO;Fortaleza;0;0;D;0
2021;17/06/2021;Fluminense;Santos;1;0;H;1
2021;17/06/2021;Sport;Gremio;1;0;H;1
2021;20/06/2021;Flamengo;Bragantino;2;3;A;-1
2021;20/06/2021;Palmeiras;America MG;2;1;H;1
2021;20/06/2021;Bahia;Corinthians;0;0;D;0
2021;20/06/2021;Internacional;Ceara;1;1;D;0
2021;20/06/2021;Athletico PR;Atletico GO;2;1;H;1
2021;20/06/2021;Fortaleza;Fluminense;1;1;D;0
2021;20/06/2021;Santos;Sao Paulo;2;0;H;2
2021;21/06/2021;Juventude;Sport;1;0;H;1
2021;22/06/2021;Atletico MG;Chapecoense;1;1;D;0
2021;23/06/2021;Atletico GO;Fluminense;1;0;H;1
2021;23/06/2021;Bragantino;Palmeiras;3;1;H;2
2021;23/06/2021;Flamengo;Fortaleza;2;1;H;1
2021;23/06/2021;Sao Paulo;Cuiaba;2;2;D;0
2021;24/06/2021;America MG;Juventude;1;1;D;0
2021;24/06/2021;Ceara;Atletico MG;2;1;H;1
2021;24/06/2021;Chapecoense;Internacional;1;2;A;-1
2021;24/06/2021;Corinthians;Sport;2;1;H;1
2021;25/06/2021;Bahia;Athletico PR;2;1;H;1
2021;25/06/2021;Gremio;Santos;2;2;D;0
2021;27/06/2021;Juventude;Flamengo;1;0;H;1
2021;27/06/2021;Fluminense;Corinthians;1;1;D;0
2021;28/06/2021;Athletico PR;Chapecoense;2;2;D;0
2021;28/06/2021;Gremio;Fortaleza;0;0;D;0
2021;28/06/2021;Palmeiras;Bahia;3;2;H;1
2021;28/06/2021;America MG;Internacional;1;1;D;0
2021;28/06/2021;Ceara;Sao Paulo;1;1;D;0
2021;28/06/2021;Santos;Atletico MG;2;0;H;2
2021;28/06/2021;Sport;Cuiaba;0;0;D;0
2021;29/06/2021;Atletico GO;Bragantino;0;1;A;-1
2021;30/06/2021;Fluminense;Athletico PR;1;4;A;-3
2021;30/06/2021;Fortaleza;Chapecoense;3;2;H;1
2021;30/06/2021;Bahia;America MG;3;4;A;-1
2021;30/06/2021;Internacional;Palmeiras;1;2;A;-1
2021;01/07/2021;Santos;Sport;0;0;D;0
2021;01/07/2021;Corinthians;Sao Paulo;0;0;D;0
2021;01/07/2021;Juventude;Gremio;2;0;H;2
2021;01/07/2021;Bragantino;Ceara;0;0;D;0
2021;01/07/2021;Atletico MG;Atletico GO;4;1;H;3
2021;02/07/2021;Cuiaba;Flamengo;0;2;A;-2
2021;03/07/2021;America MG;Santos;2;0;H;2
2021;03/07/2021;Athletico PR;Fortaleza;2;1;H;1
2021;04/07/2021;Corinthians;Internacional;1;1;D;0
2021;04/07/2021;Chapecoense;Bahia;0;2;A;-2
2021;04/07/2021;Flamengo;Fluminense;0;1;A;-1
2021;04/07/2021;Sport;Palmeiras;0;1;A;-1
2021;04/07/2021;Ceara;Juventude;2;0;H;2
2021;04/07/2021;Cuiaba;Atletico MG;0;1;A;-1
2021;04/07/2021;Sao Paulo;Bragantino;1;2;A;-1
2021;05/07/2021;Gremio;Atletico GO;0;1;A;-1
2021;06/07/2021;Santos;Athletico PR;2;1;H;1
2021;07/07/2021;Bahia;Juventude;1;0;H;1
2021;07/07/2021;Bragantino;Cuiaba;1;1;D;0
2021;07/07/2021;Fortaleza;America MG;4;0;H;4
2021;07/07/2021;Atletico MG;Flamengo;2;1;H;1
2021;07/07/2021;Palmeiras;Gremio;2;0;H;2
2021;07/07/2021;Atletico GO;Sport;1;1;D;0
2021;08/07/2021;Fluminense;Ceara;0;0;D;0
2021;08/07/2021;Internacional;Sao Paulo;0;2;A;-2
2021;09/07/2021;Chapecoense;Corinthians;0;1;A;-1
2021;10/07/2021;Gremio;Internacional;0;0;D;0
2021;10/07/2021;Palmeiras;Santos;3;2;H;1
2021;10/07/2021;Athletico PR;Bragantino;2;2;D;0
2021;10/07/2021;America MG;Atletico MG;0;1;A;-1
2021;10/07/2021;Sao Paulo;Bahia;1;0;H;1
2021;10/07/2021;Sport;Fluminense;1;2;A;-1
2021;11/07/2021;Juventude;Atletico GO;1;1;D;0
2021;11/07/2021;Cuiaba;Ceara;2;2;D;0
2021;11/07/2021;Flamengo;Chapecoense;2;1;H;1
2021;12/07/2021;Fortaleza;Corinthians;1;0;H;1
2021;17/07/2021;Ceara;Athletico PR;1;0;H;1
2021;17/07/2021;Sao Paulo;Fortaleza;0;1;A;-1
2021;17/07/2021;Corinthians;Atletico MG;1;2;A;-1
2021;18/07/2021;Fluminense;Gremio;0;1;A;-1
2021;18/07/2021;Chapecoense;Cuiaba;2;3;A;-1
2021;18/07/2021;Atletico GO;Palmeiras;0;3;A;-3
2021;18/07/2021;Bahia;Flamengo;0;5;A;-5
2021;19/07/2021;Bragantino;Santos;2;2;D;0
2021;19/07/2021;Internacional;Juventude;1;0;H;1
2021;20/07/2021;America MG;Sport;0;1;A;-1
2021;21/07/2021;Cuiaba;Atletico GO;2;1;H;1
2021;24/07/2021;Gremio;America MG;1;1;D;0
2021;24/07/2021;Palmeiras;Fluminense;1;0;H;1
2021;25/07/2021;Atletico MG;Bahia;3;0;H;3
2021;25/07/2021;Flamengo;Sao Paulo;5;1;H;4
2021;25/07/2021;Fortaleza;Bragantino;1;0;H;1
2021;25/07/2021;Athletico PR;Internacional;2;1;H;1
2021;25/07/2021;Santos;Atletico GO;0;1;A;-1
2021;26/07/2021;Sport;Ceara;0;0;D;0
2021;26/07/2021;Juventude;Chapecoense;1;0;H;1
2021;27/07/2021;Cuiaba;Corinthians;1;2;A;-1
2021;31/07/2021;Sao Paulo;Palmeiras;0;0;D;0
2021;01/08/2021;Internacional;Cuiaba;0;0;D;0
2021;01/08/2021;Bragantino;Gremio;1;0;H;1
2021;01/08/2021;Atletico MG;Athletico PR;2;0;H;2
2021;01/08/2021;Corinthians;Flamengo;1;3;A;-2
2021;01/08/2021;Bahia;Sport;0;1;A;-1
2021;01/08/2021;Chapecoense;Santos;0;1;A;-1
2021;02/08/2021;Atletico GO;America MG;1;1;D;0
2021;02/08/2021;Ceara;Fortaleza;3;1;H;2
2021;06/08/2021;Sport;Bragantino;0;0;D;0
2021;07/08/2021;Athletico PR;Sao Paulo;1;2;A;-1
2021;08/08/2021;Cuiaba;Bahia;1;1;D;0
2021;08/08/2021;Palmeiras;Fortaleza;2;3;A;-1
2021;08/08/2021;America MG;Fluminense;1;0;H;1
2021;08/08/2021;Juventude;Atletico MG;1;2;A;-1
2021;08/08/2021;Santos;Corinthians;0;0;D;0
2021;08/08/2021;Ceara;Atletico GO;0;0;D;0
2021;08/08/2021;Flamengo;Internacional;0;4;A;-4
2021;10/08/2021;Gremio;Chapecoense;2;1;H;1
2021;14/08/2021;Bragantino;Juventude;1;2;A;-1
2021;14/08/2021;Atletico MG;Palmeiras;2;0;H;2
2021;15/08/2021;Sao Paulo;Gremio;2;1;H;1
2021;15/08/2021;Corinthians;Ceara;3;1;H;2
2021;15/08/2021;Flamengo;Sport;2;0;H;2
2021;15/08/2021;Bahia;Atletico GO;1;2;A;-1
2021;15/08/2021;Cuiaba;Athletico PR;1;0;H;1
2021;15/08/2021;Fortaleza;Santos;1;1;D;0
2021;16/08/2021;Internacional;Fluminense;4;2;H;2
2021;17/08/2021;Chapecoense;America MG;1;1;D;0
2021;18/08/2021;Cuiaba;Gremio;0;1;A;-1
2021;21/08/2021;Atletico GO;Chapecoense;1;1;D;0
2021;21/08/2021;Gremio;Bahia;2;0;H;2
2021;22/08/2021;Juventude;Fortaleza;1;1;D;0
2021;22/08/2021;Palmeiras;Cuiaba;0;2;A;-2
2021;22/08/2021;Athletico PR;Corinthians;0;1;A;-1
2021;22/08/2021;Ceara;Flamengo;1;1;D;0
2021;22/08/2021;Santos;Internacional;2;2;D;0
2021;23/08/2021;Sport;Sao Paulo;0;1;A;-1
2021;24/08/2021;America MG;Bragantino;0;2;A;-2
2021;24/08/2021;Fluminense;Atletico MG;1;1;D;0
2021;28/08/2021;Sport;Chapecoense;0;0;D;0
2021;28/08/2021;Santos;Flamengo;0;4;A;-4
2021;29/08/2021;Gremio;Corinthians;0;1;A;-1
2021;29/08/2021;Palmeiras;Athletico PR;2;1;H;1
2021;29/08/2021;America MG;Ceara;2;0;H;2
2021;29/08/2021;Juventude;Sao Paulo;1;1;D;0
2021;29/08/2021;Atletico GO;Internacional;0;0;D;0
2021;30/08/2021;Bragantino;Atletico MG;1;1;D;0
2021;30/08/2021;Fluminense;Bahia;2;0;H;2
2021;31/08/2021;Fortaleza;Cuiaba;0;0;D;0
2021;02/09/2021;Fluminense;Juventude;1;1;D;0
2021;05/09/2021;Bahia;Fortaleza;4;2;H;2
2021;05/09/2021;Cuiaba;Santos;2;1;H;1
2021;05/09/2021;Athletico PR;Sport;0;0;D;0
2021;08/09/2021;Chapecoense;Fluminense;1;2;A;-1
2021;08/09/2021;Corinthians;Juventude;1;1;D;0
2021;11/09/2021;America MG;Athletico PR;2;0;H;2
2021;11/09/2021;Juventude;Cuiaba;1;2;A;-1
2021;11/09/2021;Bragantino;Chapecoense;1;2;A;-1
2021;12/09/2021;Santos;Bahia;0;0;D;0
2021;12/09/2021;Gremio;Ceara;2;0;H;2
2021;12/09/2021;Fortaleza;Atletico MG;0;2;A;-2
2021;12/09/2021;Palmeiras;Flamengo;1;3;A;-2
2021;12/09/2021;Atletico GO;Corinthians;1;1;D;0
2021;13/09/2021;Fluminense;Sao Paulo;2;1;H;1
2021;14/09/2021;Sport;Internacional;0;1;A;-1
2021;18/09/2021;Chapecoense;Palmeiras;0;2;A;-2
2021;18/09/2021;Athletico PR;Juventude;2;1;H;1
2021;18/09/2021;Atletico MG;Sport;3;0;H;3
2021;19/09/2021;Bahia;Bragantino;1;1;D;0
2021;19/09/2021;Ceara;Santos;0;0;D;0
2021;19/09/2021;Internacional;Fortaleza;1;0;H;1
2021;19/09/2021;Sao Paulo;Atletico GO;2;1;H;1
2021;19/09/2021;Corinthians;America MG;1;1;D;0
2021;20/09/2021;Flamengo;Gremio;0;1;A;-1
2021;21/09/2021;Cuiaba;Fluminense;2;2;D;0
2021;23/09/2021;Sao Paulo;America MG;0;0;D;0
2021;25/09/2021;Ceara;Chapecoense;1;0;H;1
2021;25/09/2021;Corinthians;Palmeiras;2;1;H;1
2021;26/09/2021;Sao Paulo;Atletico MG;0;0;D;0
2021;26/09/2021;America MG;Flamengo;1;1;D;0
2021;26/09/2021;Fluminense;Bragantino;2;1;H;1
2021;26/09/2021;Internacional;Bahia;2;0;H;2
2021;26/09/2021;Juventude;Santos;3;0;H;3
2021;26/09/2021;Athletico PR;Gremio;4;2;H;2
2021;26/09/2021;Sport;Fortaleza;0;1;A;-1
2021;27/09/2021;Atletico GO;Cuiaba;0;0;D;0
2021;02/10/2021;Cuiaba;America MG;0;2;A;-2
2021;02/10/2021;Fortaleza;Atletico GO;0;3;A;-3
